User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
CropLifeIndia,@CropLifeIndia,2024-02-26T09:40:52.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",1.0,,
CropLifeIndia,@CropLifeIndia,2024-02-26T08:33:55.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",,,
CropLifeIndia,@CropLifeIndia,2024-02-26T08:18:49.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",,,
CropLifeIndia,@CropLifeIndia,2024-02-26T08:08:50.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",1.0,,
CropLifeIndia,@CropLifeIndia,2024-02-26T07:56:46.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",,,
CropLifeIndia,@CropLifeIndia,2024-02-26T07:32:30.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",,,
CropLifeIndia,@CropLifeIndia,2024-02-26T07:08:30.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Replying to 
@CropLifeIndia",,,1
CropLifeIndia,@CropLifeIndia,2024-02-26T05:59:32.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26Inaugural session of the National Conclave on Readiness of Agri Input Industry for Ensuring Food Security by 2047
@CropLifeIntl
 @CropLifeAsia
 @BASFAgro
 @Bayer4Crops
 @corteva
 @FMCCorp
 @Indofilofficial
 @PIINDLTD
 @SyngentaIND
 @CrystalCrop1
 @Dhanuka_agri
 @kjkrishimedia
 @phdcci",,,1
CropLifeIndia,@CropLifeIndia,2024-02-26T05:53:18.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 26The stage is all set for the National Conclave on Readiness of Agri Input Industry for Ensuring Food Security by 2047.

#foodsecurity #nationalconclave #pesticides #agriculture #Farmers 
@CropLifeIntl
 @CropLifeAsia
 @BASFAgro
 @Bayer4Crops
 @corteva
 @FMCCorp
 @Indofilofficial",1.0,,2
American Chemistry,@AmChemistry,2024-02-23T15:00:27.000Z,"American Chemistry
@AmChemistry
·
Feb 23.
@AmChemistry
’s Advancing Diversity in Emerging Leaders salute #BlackHistoryMonth by exploring key shapers of their professional journeys. Be inspired by ZsaNell Smith’s experience from 
@FMCCorp
!",,2.0,5
FMC Corporation,@FMCCorp,2024-02-22T14:48:26.000Z,"FMC Corporation
@FMCCorp
·
Feb 22FMC is honored to be recognized as an industry leader in sustainability by 
@spglobal
, earning a place in its annual Sustainability Yearbook. This recognition aims to distinguish companies within their industries that have demonstrated strengths in corporate #sustainability.",,1.0,6
FMC Asia Pacific,@fmcapac,2024-02-22T06:06:32.000Z,"FMC Asia Pacific
@fmcapac
·
Feb 22Reflecting on a year of impactful collaboration! Through the #CultivatingFreedom campaign, 
@FMCCorp
 & 
@TheHALOTrust
 have made significant strides in demining efforts across Ukraine. We have enhanced farmer safety, cleared vast areas of land and contributed to #globalfoodsecurity.",,,
Eli Moraru,@morarueli,2024-02-21T23:25:31.000Z,"Eli Moraru
@morarueli
·
Feb 22Replying to 
@morarueli",1.0,,
Mercados,@RevistaMercados,2024-02-21T15:00:01.000Z,"Mercados
@RevistaMercados
·
Feb 21@AgriculturAnd
 ha acogido la presentación oficial del #17SymposiumSV, que tendrá lugar en Sevilla, del 13 al 15 de marzo 

#17SymposiumSV 
@COITAND
 
@ASCENZAEspana
 @BASF_AgroES
 @Bayer4CropsES
  @Biogard_Spain
 @corteva
 @FMCCorp
  @LidaPlant",,2.0,7
CropLifeIndia,@CropLifeIndia,2024-02-21T08:55:52.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 21Replying to 
@CropLifeIndia",,,
PA Chemical Industry Council,@PAChemCouncil,2024-02-20T14:22:18.000Z,"PA Chemical Industry Council
@PAChemCouncil
·
Feb 20Great work by #PCIC member 
@FMCCorp
 in the Greater Philadelphia region. Learn more about their effort to increase access to fresh food in the city.",,,1
Alzheimer's Assn WNY,@WNYAlz,2024-02-18T16:41:05.000Z,"Alzheimer's Assn WNY
@WNYAlz
·
Feb 18Thank you, 
@FMCCorp
, for sponsoring our 2023 Orleans County Walk to End Alzheimer's! #ENDALZ #walk2endalz",,,2
Rick Willert,@iafarmer7,2024-02-17T22:49:19.000Z,"Rick Willert
@iafarmer7
·
Feb 17Listen to the most recent episode of my podcast: Clay Muller with FMC Corp",1.0,1.0,3
CropLifeIndia,@CropLifeIndia,2024-02-16T05:58:09.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 16You'll be sad too if this was the last piece of #chocolate.
But thanks to #plantscience for keeping #cocoa tree healthy.
@CropLifeIntl
 @CropLifeAsia
 @BASFAgro
 @Bayer4Crops
 @corteva
 @FMCCorp
 @Indofilofficial
 @PIINDLTD
 @SyngentaIND
 @CrystalCrop1
 @Dhanuka_agri",,,
FMC Corporation,@FMCCorp,2024-02-15T14:32:56.000Z,"FMC Corporation
@FMCCorp
·
Feb 15FMC is proud to have received the recognition of #Equality100 in 
@HRC
 Foundation’s Corporate Equality Index for the fourth consecutive year. In receiving this recognition, we reaffirm our commitment to #LGBTQ+ equality in our workspaces. Read More http://tinyurl.com/5yp4x2j2",,,5
The Community Grocer,@TCGFamily,2024-02-14T18:19:19.000Z,"The Community Grocer
@TCGFamily
·
Feb 14Heyyyyy 
@FMCCorp
 

Grateful to have a partner to co-create our collective vision for a stronger, healthier Philadelphia! 

It’s just the beginning as we bring community together through the daily ritual of food  ",,2.0,2
FMC Corporation,@FMCCorp,2024-02-14T16:26:11.000Z,"FMC Corporation
@FMCCorp
·
Feb 14FMC is proud of its collaboration with 
@TheHALOTrust
  and its noteworthy accomplishments. Together we are working to improve farmers' safety and well-being, and to further support Ukrainian #foodproduction and #globalfoodsecurity. Watch Video http://tinyurl.com/mr2sw2e9",,4.0,8
FMC Corporation,@FMCCorp,2024-02-13T14:14:13.000Z,"FMC Corporation
@FMCCorp
·
Feb 13We can’t manage what we don’t measure. Environment transparency is the essential first step to taking urgent action on #WaterSecurity. FMC is proud to be recognized on 
@CDP
's A List #CDPAList Learn More: http://tinyurl.com/4yytjypr",,1.0,2
FMC Corporation,@FMCCorp,2024-02-12T17:25:21.000Z,"FMC Corporation
@FMCCorp
·
Feb 12Happy #LunarNewYear from FMC! Did you know that Lunar New Year is celebrated on a different date each year because it’s based on the Lunar calendar around the cycles of the moon and sun? This year, it’s observed on February 10 and the Year of the Dragon! http://tinyurl.com/77n9hjd8",5.0,1.0,6
AIN Medios Agencia,@AinMedios,2024-02-12T15:30:35.000Z,"AIN Medios Agencia
@AinMedios
·
Feb 12FMC Corp pronosticó ganancias para el primer trimestre por debajo de las estimaciones de Wall Street. Las ventas cayeron un 38% en el segmento latinoamericano de la compañía, que representa casi el 36% de los ingresos de FMC.",,,
ProfitTradingUSA,@ProfitTradingUS,2024-02-12T12:10:18.000Z,"ProfitTradingUSA
@ProfitTradingUS
·
Feb 12Loop Capital cuts FMC Corp. rating to hold, price target to $55 from $68 https://investing.com/news/stock-market-news/loop-capital-cuts-fmc-corp-rating-to-hold-price-target-to-55-from-68-93CH-3300552?utm_source=dlvr.it&utm_medium=twitter… Follow for more #news #Breaking #StockMarketNews",,,
FMC EMEA,@fmcemea,2024-02-12T08:22:30.000Z,"FMC EMEA
@fmcemea
·
Feb 12Here at 
@FMCCorp
, we believe in power of diversity and inclusion to drive innovation. Our team is fortunate to have brilliant scientists who shape the future of agriculture. Celebrating International Day of Women and Girls in Science, we're proud to introduce some of them to you!",,,
Armchair_Adm,@Armchair_Adm,2024-02-11T19:18:18.000Z,"Armchair_Adm
@Armchair_Adm
·
Feb 11Well done 
@FMCCorp
 & 
@USArmy
 - the Bradley is clearly proving its worth in #Ukraine. Serious question: if the 
@BritishArmy
 could provide 
@generaldynamics
 Ajax to 
@DefenceU
 would it perform as well in terms of lethality, serviceability & survivability? 
@UKDefJournal
 @Jack_Watling",,,1
UK Martin-Gatton,@UKAgriculture,2024-02-09T22:13:21.000Z,"UK Martin-Gatton
@UKAgriculture
·
Feb 9Sylvester Miller II is making a difference in agriculture 
@FMCCorp
 and for minorities 
@universityofky
! A first-generation graduate, fourth-generation farmer and former 
@UKFootball
 student athlete, he remains connected through 
@NationalMANRRS
.  >> https://bit.ly/3SsozG7",,3.0,7
FMC Corporation,@FMCCorp,2024-02-09T14:23:03.000Z,"FMC Corporation
@FMCCorp
·
Feb 9For the UN #InternationalDayOfWomenAndGirlsInScience, we are thrilled to spotlight remarkable women at FMC, who have made a tremendous impact across our entire workforce.  http://tinyurl.com/2e2e78sz
#WomenInScience #STEM #IDWGS #February11",,,1
FMC Corporation,@FMCCorp,2024-02-07T15:29:04.000Z,"FMC Corporation
@FMCCorp
·
Feb 7Happy #BlackHistoryMonth from FMC! We encourage you to join us in celebrating the richness of the history and accomplishments of the Black community. At FMC, we are committed to building a better future by supporting diversity, equity and inclusion.  http://tinyurl.com/43h8yvsh",,1.0,2
Transcript.AI,@Transcript_AI,2024-02-07T10:55:17.000Z,"Transcript.AI
@Transcript_AI
·
Feb 7$FMC Earnings call summary of FMC Corp  #Earnings #EarningsCall #EarningsTranscript #FMC",,,
CropLifeIndia,@CropLifeIndia,2024-02-07T05:55:08.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 7Replying to 
@CropLifeIndia",1.0,,
Markets Today,@marketsday,2024-02-07T01:16:43.000Z,"Markets Today
@marketsday
·
Feb 7Replying to 
@marketsday",,,
Capa Investing,@ClaudioCaparroz,2024-02-06T21:02:52.000Z,"Capa Investing
@ClaudioCaparroz
·
Feb 6Cierre del mercado #WallStreet

S&P 500 0.25%
Dow 30 0.35%
Nasdaq -0.15%

Merval  
#Merval -3.6%
#MervalCCL 0.39%
Show more",,1.0,11
Streetinsider.com,@Street_Insider,2024-02-06T19:42:06.000Z,"Streetinsider.com
@Street_Insider
·
Feb 6FMC Corp. $FMC nosedives 14% as investors jump ship on soft FQ4 results

https://loom.ly/AD_egVE",,,
Ray Navarr⌬,@navarro_saenz,2024-02-06T18:37:35.000Z,"Ray Navarr⌬
@navarro_saenz
·
Feb 6Estadounidense 
@FMCCorp
  espera un primer trimestre débil en utilidades por desafíos en Sudamérica?",,,
FMC Corporation,@FMCCorp,2024-02-06T15:39:40.000Z,"FMC Corporation
@FMCCorp
·
Feb 6FMC was one of just a few companies to attend Microsoft’s two-day hackathon.  The hackathon was focused on leveraging Microsoft's Azure OpenAI service to solve a diverse set of challenges. The FMC Precision Agriculture team explored several use cases for generative AI.",,1.0,8
セルディト,@stockinfo2110,2024-02-06T15:00:10.000Z,"セルディト
@stockinfo2110
·
Feb 6本日の暴騰銘柄(00:00時点)

株価値上がりランキング
http://1.GE HealthCare Technologies Inc.
http://2.DuPont de Nemours Inc.
3.Willis Towers Watson PLC
4.Xylem Inc.

株価値下がりランキング
1.FMC Corp.
2.Fiserv Inc.
3.Gartner Inc.
4.Advanced Micro Devices Inc.
Show more",,,
why its moving- simply explained,@marketlyt,2024-02-06T14:35:49.000Z,"why its moving- simply explained
@marketlyt
·
Feb 6**IMPORTANT BREAKING NEWS**

- FMC Corp (FMC) has announced a restructuring initiative that will impact approximately 8% of its workforce.

**Assessment of Significance:**

- Workforce restructuring announcements can have implications for a company's cost structure, efficiency,…
Show more",,,
DRK,@drkisku1,2024-02-06T14:11:33.000Z,"DRK
@drkisku1
·
Feb 6Trade Setup : FMC Corp (06/02/2024)-

#FMC 
@FMC",,,
Open Outcrier,@OpenOutcrier,2024-02-06T13:56:47.000Z,"Open Outcrier
@OpenOutcrier
·
Feb 6$FMC (-13.5% pre) FMC Corp (FMC) Reports Mixed 2023 Results and Provides 2024 Guidance

https://ooc.bz/l/24068",,,1
Usa Jaun News,@UsaJaunNews,2024-02-06T13:10:38.000Z,"Usa Jaun News
@UsaJaunNews
·
Feb 6FMC Corp. nosedives 14% as investors jump ship on soft FQ4 results By http://Investing.com 

© Reuters. FMC Corp. (FMC) nosedives... © Reuters. FMC Corp. (FMC) nosedives 14% as investors jump ship on soft FQ4 results FMC Corp . (NYSE:) saw its stoc...",,,
News by Amanda,@amandasome,2024-02-06T10:45:37.000Z,"News by Amanda
@amandasome
·
Feb 6FMC stock skids on weak outlook as sales miss estimates: FMC Corp. shares slumped in premarket trade on Tuesday as the Philadelphia fertilizer company issued a weak outlook after missing fourth-quarter sales estimates.",,1.0,1
Joseph Angelo,@Beachdudeca,2024-02-06T04:49:08.000Z,"Joseph Angelo
@Beachdudeca
·
Feb 6$FMC 
51.99
-8.43
(-13.95%)
After hours: 7:59 PM EST

FMC Corp (FMC) Reports Mixed 2023 Results and Provides 2024 Guidance",,,
El Economista,@eleconomista,2024-02-06T03:23:28.000Z,"El Economista
@eleconomista
·
Feb 6Estadounidense FMC Corp espera un primer trimestre débil en utilidades por desafíos en Sudamérica.",,,
Sniff Out Stocks,@SniffOutStocks,2024-02-05T23:04:07.000Z,"Sniff Out Stocks
@SniffOutStocks
·
Feb 6Agri chemicals maker FMC Corp forecasts weak Q1, shares slide http://dlvr.it/T2Lym9",,,
iNewsFN,@iNewsFN,2024-02-05T22:05:19.000Z,"iNewsFN
@iNewsFN
·
Feb 5FMC Corp. Q4 Profit Increases, but misses estimates - AFX",,,
MarketReader Insights,@marketreader_AI,2024-02-05T21:49:05.000Z,"MarketReader Insights
@marketreader_AI
·
Feb 5
AutomatedBREAKING NEWS for FMC Corp -7.7%: 
FMC stock down significantly after Q4 earnings release, missing adjusted earnings estimate by one cent. Revenue also fell 29% from last year. 
$FMC #FMC #FMC",,,
US-India Strategic Partnership Forum,@USISPForum,2024-02-02T05:10:52.000Z,"US-India Strategic Partnership Forum
@USISPForum
·
Feb 2 Unlocking India's agrochemical sector potential! 
@FMCCorp
's 
@rajukap
, a USISPF member, articulates how policy support can catalyze growth in the agrochemical sector, fostering farm sustainability and paving the way for brighter future for farmers. 

Read more:…
Show more",,3.0,2
Landscape Management,@LandscapeMgmt,2024-02-01T23:30:04.000Z,"Landscape Management
@LandscapeMgmt
·
Feb 2What could you do to improve your company’s growth this year? 
@FMCCorp
's Mike Sisti shares how to make the most out of your growth plan in the new year. https://bit.ly/42kfJ1N 

(Photo: alexsl/iStock / Getty Images Plus/Getty Images)",,,2
GPS Agropecuario,@GpsAgropecuario,2024-02-01T08:09:12.000Z,"GPS Agropecuario
@GpsAgropecuario
·
Feb 1https://gpsagropecuario.com.ar/index.php/2024/02/01/ante-la-alta-presion-de-insectos-es-crucial-el-monitoreo/… 
@FMCCorp
 @incremcomunica",,,2
FMC Corporation,@FMCCorp,2024-01-30T15:20:40.000Z,"FMC Corporation
@FMCCorp
·
Jan 30FMC’s Project MadhuShakti is a model for sustainable development – empowering women, raising living standards and benefitting both nature and society. Discover more about Project MadhuShakti through this insightful video: https://lnkd.in/gDRX2-Rd _",,1.0,7
Greg Amundson,@ndrockfarmer,2024-01-30T14:19:35.000Z,"Greg Amundson
@ndrockfarmer
·
Jan 30Replying to 
@tripleg_muehler
 @NationalCorn
 and 7 others",,,
Gregg Muehler,@tripleg_muehler,2024-01-29T20:00:53.000Z,"Gregg Muehler
@tripleg_muehler
·
Jan 29Replying to 
@tripleg_muehler",1.0,,3
セルディト,@stockinfo2110,2024-01-29T15:00:03.000Z,"セルディト
@stockinfo2110
·
Jan 29本日の暴騰銘柄(00:00時点)

株価値上がりランキング
1.Archer Daniels Midland Co.
2.ResMed Inc.
3.Western Digital Corp.
http://4.Builders FirstSource Inc.

株価値下がりランキング
1.Steel Dynamics Inc.
2.Brown-Forman Corp. Cl B
3.
Show more",,,
DividendPath,@DividendPath,2024-01-27T16:11:26.000Z,"DividendPath
@DividendPath
·
Jan 27$FMC
Share Price: $58.35
Market Cap: $6.94B
Dividend Yield: 3.98%
Payout Ratio: 49.36% 
5Y Dividend Growth: 8.44% 
Dividend Streak: 18 Years
Agricultural Inputs with 
@FMCCorp
 . Is it time to buy now?  ",,,
Patent Bot,@PatentArtBot,2024-01-27T09:10:30.000Z,"Patent Bot
@PatentArtBot
·
Jan 27
AutomatedMethod of sealing tapholes in a phosphorus furnace
Owned By: FMC Corp
Patent Number: US4116421
https://patents.google.com/patent/US4116421/en?oq=4116421…",1.0,,
Patent Bot,@PatentArtBot,2024-01-26T11:09:46.000Z,"Patent Bot
@PatentArtBot
·
Jan 26
AutomatedCoupling and latching mechanism for extensible boom
Owned By: FMC Corp
Patent Number: US4592474A
https://patents.google.com/patent/US4592474A/en?oq=4592474…",1.0,,
FMC Corporation,@FMCCorp,2024-01-18T16:39:19.000Z,"FMC Corporation
@FMCCorp
·
Jan 18The #DealWithRealFMC campaign addresses the critical issue of counterfeit pesticides – a challenge that not only jeopardizes the environment but also poses risks to farmer health and undermines the integrity of trusted brands like ours.",,2.0,2
FMC EMEA,@fmcemea,2024-01-18T08:00:00.000Z,"FMC EMEA
@fmcemea
·
Jan 18 See Yourself in FMC, Be Yourself in FMC! 
@FMCCorp
 embraces six core values: Customer Centricity, Sustainability, Respect for People, Safety, Integrity, and Agility. Let's take a look at the value of #RespectForPeople from the perspective of our HR Business Partner Helen Lotty.",,,
Matt's Investing Journey,@KiddiesD,2024-01-18T01:54:53.000Z,"Matt's Investing Journey
@KiddiesD
·
Jan 18Tomorrow is the dividend payout day for
$MU - Micron Tech: $0.115/share
$INTU - Intuit Inc.: $0.9/share
$FMC - FMC Corp.: $0.58/share
and Ex-dividend date for
$PG - Procter & Gamble: $0.9407/share
$WSM - Williams-Sonoma Inc.: $0.9/share
$RPM-RPM International: $0.46/share…
Show more",,1.0,1
Golfdom,@Golfdom,2024-01-17T22:00:04.000Z,"Golfdom
@Golfdom
·
Jan 17. 
@FMCCorp
 will officially launch its new Durentis insecticide at the 2024 
@GCSAAConference
 after receiving federal registration for commercial launch.

Learn more: https://bit.ly/3S60kgG 

(Photo: FMC)",,,
FMC Corporation,@FMCCorp,2024-01-17T13:38:38.000Z,"FMC Corporation
@FMCCorp
·
Jan 17FMC is proud to announce the launch of STRIDE (Smallholder Transformation Initiative for Development and Education), a multi-year initiative in Asia Pacific dedicated to supporting underrepresented small landholders. Read more:",,1.0,4
Patent Bot,@PatentArtBot,2024-01-17T01:58:51.000Z,"Patent Bot
@PatentArtBot
·
Jan 17
AutomatedVegetable cleaner
Owned By: FMC Corp
Patent Number: US2286393
https://patents.google.com/patent/US2286393/en?oq=2286393…",,,
FMC Corporation,@FMCCorp,2024-01-16T13:43:03.000Z,"FMC Corporation
@FMCCorp
·
Jan 16Reflecting on the success of our Investor Day held in November 2023 at our global headquarters, the event served as a platform to unveil FMC's new strategic growth plan. Read more: https://ow.ly/eSEH50QrgfR",,1.0,4
shubham solunke,@shubhamsol30656,2024-01-16T08:54:12.000Z,"shubham solunke
@shubhamsol30656
·
Jan 16#LatinAmericaCropProtectionChemicals Market to be Worth $26.04 Billion by 2030

Key Players:-
@FMCCorp
 @CortevaUS
 @Syngenta
 @GowanCo
 

Get More Insight:-https://meticulousresearch.com/product/latin-america-crop-protection-chemicals-market-5648?utm_source=twitter&utm_medium=social&utm_campaign=product&utm_content=16-01-2024… 
#latinamerica #crop #protecion #Chemicals",,,
Joe Kunkle,@OptionsHawk,2024-01-15T20:34:45.000Z,"Joe Kunkle
@OptionsHawk
·
Jan 15Here we go with another one...

#HAWKVISION

FMC Corp $FMC shares are down 55.75% over the past year with a bunch of operational missteps but a former top quality name worth a closer look at these levels as we are seeing some interesting notable put sales.",3.0,13.0,76
Crop Protection Network (CPN),@CropNetwork,2024-01-08T22:55:06.000Z,"Crop Protection Network (CPN)
@CropNetwork
·
Jan 8How do agronomic choices affect tar spot severity?

Find out in the NEW article at https://cropprotectionnetwork.org/publications/how-do-agronomic-choices-affect-tar-spot-severity…

From 
@CheckJill
 @MartinChilvers1
 +others.
@MSU_PSM
 @MSUEFieldCrops
 @MSUExtension
 @FMCCorp
 @michiganstateu
 #agtwitter",,15.0,31
why its moving- simply explained,@marketlyt,2024-01-07T11:02:03.000Z,"why its moving- simply explained
@marketlyt
·
Jan 7On 10/23/2023 At 11:00:00GMT+1

Traders reacted after reading our real-time feed and instant analysis: 

 ---> MARKET REACTION --> 

FMC Corp (FMC) is down 13.5% in pre-market trading, and its guidance is also affecting peers NTR, CF, CTVA, and MOS.

 ---> ORIGINAL HEADLINE -->…
Show more",,,
